SPBP4H10.15	ACO2(C)
SPBC21D10.12	AMPH|BIN1|BIN2
SPBC21H7.02	TAF10
SPBC21H7.03c	MINPP1
SPBC21H7.04	DDX31
SPBC21H7.05	GTF3C2
SPBC21H7.06c	HIKESHI
SPBC21H7.07c	NONE
SPBC23E6.01c	TRNAU1AP
SPBC23E6.02	HLTF
SPBC23E6.03c	NONE
SPBC23E6.04c	HEATR1
SPBC23E6.05	PA2G4
SPBC23E6.06c	NONE
SPBC23E6.07c	RFC1
SPBC23E6.08	RGP1
SPBC23E6.09	KDM6A|KDM6B|UTY
SPBC23E6.10c	MRI1
SPBC23G7.04c	NONE
SPBC23G7.05	EIF1|EIF1B
SPBC23G7.06c	TEX2
SPBC23G7.07c	CMSS1
SPBC23G7.08c	CHN1|CHN2
SPBC23G7.09	NONE
SPBC23G7.10c	NONE
SPBC23G7.11	NONE
SPBC23G7.12c	PSMC5
SPBC23G7.13c	NONE
SPBC23G7.14	NONE
SPBC23G7.15c	RPLP2
SPBC23G7.16	SLC31A1|SLC31A2
SPBC23G7.17c	NONE
SPBC244.01c	NONE
SPBC244.02c	UTP6
SPBC24C6.02	DDX55
SPBC24C6.03	PARS2
SPBC24C6.04	ALDH4A1
SPBC24C6.05	COPE
SPBC24C6.06	GNAO1
SPBC24C6.07	NONE
SPBC24C6.08c	FLCN
SPBC24C6.09c	NONE
SPBC24C6.10c	NCKIPSD
SPBC24C6.11	BUD31
SPBC24C6.13	COA6
SPBC25B2.01	HBS1L
SPBC25B2.02c	NONE
SPBC25B2.03	NONE
SPBC25B2.04c	MTG1
SPBC25B2.05	KRR1
SPBC25B2.06c	GMCL1|GMCL2
SPBC25B2.07c	NONE
SPBC25B2.08	NONE
SPBC25B2.09c	RARS2
SPBC25B2.10	NONE
SPBC25B2.11	FBXL13|FBXL14|FBXL2|FBXL20|FBXL7
SPBC25D12.02c	NONE
SPBC25D12.03c	MCM7
SPBC25D12.04	RRM2|RRM2B
SPBC25D12.05	TRMT1
SPBC25D12.06	NONE
SPBC25H2.02	TARS1|TARS3
SPBC25H2.03	VAC14
SPBC25H2.04c	TIMM22
SPBC25H2.05	NACA
SPBC25H2.06c	YIF1A|YIF1B
SPBC25H2.07	EIF1AX|EIF1AY
SPBC25H2.08c	MRS2
SPBC25H2.09	CHCHD3|CHCHD6
SPBC25H2.10c	THUMPD1
SPBC25H2.11c	SUPT7L
SPBC25H2.12c	CCT7
SPBC25H2.13c	POLE
SPBC25H2.14	UNC50
SPBC25H2.15	PDCD2
SPBC25H2.16c	TOM1|TOM1L1|TOM1L2
SPBC25H2.18	COX20
SPBC26H8.01	NONE
SPBC26H8.02c	SNAP23|SNAP25
SPBC26H8.03	NONE
SPBC26H8.04c	DEPDC5
SPBC26H8.05c	PPP4C
SPBC26H8.06	GLRX3
SPBC26H8.07c	TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8
SPBC26H8.08c	GNL3|GNL3L
SPBC26H8.09c	NONE
SPBC26H8.10	DIS3
SPBC26H8.11c	THEM4|THEM5
SPBC26H8.12	HCCS
SPBC26H8.13c	SIVA1
SPBC26H8.14c	COX17
SPBC26H8.16	SDHAF4
SPBC27.01c	NONE
SPBC27.02c	NONE
SPBC27.03	NONE
SPBC27.04	NONE
SPBC27.05	NONE
SPBC27.06c	ROMO1
SPBC27.08c	PAPSS1|PAPSS2
SPBC27B12.01c	TEX2
SPBC27B12.02	NONE
SPBC27B12.03c	SC5D
SPBC27B12.04c	STRIP1|STRIP2
SPBC27B12.05	NONE
SPBC27B12.06	PIGO
SPBC27B12.07	CCDC90B|MCUR1
SPBC27B12.08	HEATR5A|HEATR5B
SPBC27B12.09c	SLC25A32
SPBC27B12.10c	TOMM22
SPBC27B12.11c	NONE
SPBC27B12.12c	NONE
SPBC27B12.13	TOMM40|TOMM40L
SPBC27B12.14	UQCC3
SPBC28E12.01c	ANAPC13
SPBC28E12.02	BICC1
SPBC28E12.03	CHN1|CHN2
SPBC28E12.04	NONE
SPBC28E12.05	ABT1
SPBC28E12.06c	WDFY3|WDFY4
SPBC28F2.02	ZC3H15
SPBC28F2.03	PPIA|PPIF
SPBC28F2.04c	BCAS2
SPBC28F2.05c	NONE
SPBC28F2.06c	NONE
SPBC28F2.07	SFR1
SPBC28F2.08c	SEL1L|SEL1L2|SEL1L3
SPBC28F2.09	GTF2A1|GTF2A1L
SPBC28F2.10c	TADA3
SPBC28F2.11	UBTF
SPBC28F2.12	POLR2A
SPBC29A10.01	POR
SPBC29A10.02	RBMS1|RBMS2|RBMS3
SPBC29A10.03c	CHAF1A
SPBC29A10.04	SMC1A|SMC1B
SPBC29A10.05	EXO1
SPBC29A10.06c	AHCTF1
SPBC29A10.07	NUP210
SPBC29A10.08	NONE
SPBC29A10.09c	PARN
SPBC29A10.10c	SETX
SPBC29A10.11c	RABGEF1
SPBC29A10.12	CCDC124
SPBC29A10.13	ATP5PD
SPBC29A10.14	REC8
SPBC29A10.15	ORC1
SPBC29A10.16c	CYB5A|CYB5B
SPBC29A10.17	LAMTOR1
SPBC29A3.01	ATP7A|ATP7B
SPBC29A3.02c	NONE
SPBC29A3.03c	RMND5A|RMND5B
SPBC29A3.04	RPL7A
SPBC29A3.05	ZNHIT1
SPBC29A3.06	UTP18
SPBC29A3.07c	SF3B2
SPBC29A3.08	ELOA|ELOA2
SPBC29A3.09c	ABCF3
SPBC29A3.10c	ATP5PF
SPBC29A3.11c	SLC25A29|SLC25A45|SLC25A47
SPBC29A3.12	RPS9
SPBC29A3.13	NONE
SPBC29A3.14c	TERT
SPBC29A3.15c	DAP3
SPBC29A3.16	RRS1
SPBC29A3.17	ARHGEF37|ARHGEF38|DNMBP
SPBC29A3.18	CYC1
SPBC29A3.21	NONE
SPBC29B5.01	NONE
SPBC29B5.02c	NONE
SPBC29B5.03c	RPL26|RPL26L1
SPBC29B5.04c	NONE
SPBC2A9.02	NONE
SPBC2A9.03	NONE
SPBC2A9.04c	RNF115
SPBC2A9.05c	TVP23B|TVP23C
SPBC2A9.06c	NUS1
SPBC2A9.07c	NONE
SPBC2A9.08c	SEC22A|SEC22C
SPBC2A9.09	PDCL2|PDCL3
SPBC2A9.10	MEPCE
SPBC2A9.11c	LENG8
SPBC2A9.12	ORC6
SPBC2A9.13	NONE
SPBC2A9.14	NONE
SPBC2D10.03c	CZIB
SPBC2D10.04	NONE
SPBC2D10.05	NONE
SPBC2D10.06	NONE
SPBC2D10.07c	IMMP1L
SPBC2D10.08c	MRPL4
SPBC2D10.09	HIBCH
SPBC2D10.10c	FBL|FBLL1
SPBC2D10.11c	NAP1L1|NAP1L2|NAP1L4
SPBC2D10.12	RAD23A|RAD23B
SPBC2D10.13	SMG5|SMG6|SMG7
SPBC2D10.14c	MYO5A|MYO5B|MYO5C
SPBC2D10.15c	PTRH1
SPBC2D10.16	CENPS
SPBC2D10.17	NONE
SPBC2D10.18	COQ8A|COQ8B
SPBC2D10.19c	NONE
SPBC2D10.20	UBE2K
SPBC2F12.02c	NONE
SPBC2F12.03c	NONE
SPBC2F12.04	RPL17
SPBC2F12.05c	OSBP|OSBP2|OSBPL1A|OSBPL2
SPBC2F12.07c	RPL8
SPBC2F12.09c	NONE
SPBC2F12.10	MRPL38
SPBC2F12.11c	NONE
SPBC2F12.12c	CACTIN
SPBC2F12.13	KIF18A|KIF18B
SPBC2F12.14c	IMPDH1|IMPDH2
SPBC2F12.15c	ZDHHC2|ZDHHC20
SPBC2F12.17	COX7A1|COX7A2|COX7A2L|COX7A2P2
SPBC2G2.01c	SLC17A1|SLC17A2|SLC17A3|SLC17A4|SLC17A5|SLC17A6|SLC17A7|SLC17A8
SPBC2G2.02	SYNJ1|SYNJ2
SPBC2G2.03c	SEC61B
SPBC2G2.04c	RIDA
SPBC2G2.05	RPL13A
SPBC2G2.06c	AP1B1|AP2B1
SPBC2G2.07c	NONE
SPBC2G2.08	MTHFD1
SPBC2G2.09c	NONE
SPBC2G2.10c	NONE
SPBC2G2.11	NMT1|NMT2
SPBC2G2.12	HARS1|HARS2
SPBC2G2.13c	DCTD
SPBC2G2.14	NONE
SPBC2G2.15c	MRM2
SPBC2G2.16	MPI
SPBC2G2.17c	NONE
SPBC2G5.01	CCDC47
SPBC2G5.02c	CSNK2B
SPBC2G5.03	CTU1
SPBC2G5.04c	ERGIC2
SPBC2G5.05	TKT|TKTL1|TKTL2
SPBC2G5.06c	SQOR
SPBC2G5.07c	POLR3H
SPBC30B4.01c	WSCD1|WSCD2
SPBC30B4.02c	AGGF1|SON
SPBC30B4.03c	LDB1|LDB2
SPBC30B4.04c	ARID1A|ARID1B
SPBC30B4.05	CSE1L
SPBC30B4.06c	MTO1
SPBC30B4.07c	GTF2H3
SPBC30B4.08	ERI1
SPBC30B4.09	NONE
SPBC30D10.02	DR1
SPBC30D10.03c	NONE
SPBC30D10.04	TIPIN
SPBC30D10.05c	SPR
SPBC30D10.06	LSM4
SPBC30D10.07c	HLCS
SPBC30D10.08	NONE
SPBC30D10.09c	REEP1|REEP2|REEP3|REEP4
SPBC30D10.10c	MTOR
SPBC30D10.11	PIGQ
SPBC30D10.12c	MRPS33
SPBC30D10.13c	PDHB
SPBC30D10.14	NONE
SPBC30D10.15	NAF1
SPBC30D10.16	NONE
SPBC30D10.17c	NONE
SPBC30D10.18c	RPL10A
SPBC30D10.21	LYRM7
SPBC317.01	NONE
SPBC31A8.01c	RTN1|RTN2|RTN3|RTN4
SPBC31E1.01c	ATG2A|ATG2B
SPBC31E1.02c	ATP2C1|ATP2C2
SPBC31E1.03	UBL5
SPBC31E1.04	STX12|STX7|TSNARE1
SPBC31E1.05	GLE1
SPBC31E1.06	BMS1
SPBC31F10.02	ACOT13
SPBC31F10.03	CHAC1|CHAC2
SPBC31F10.04c	MED17
SPBC31F10.05	NONE
SPBC31F10.06c	SAR1A|SAR1B
SPBC31F10.07	TOM1|TOM1L1|TOM1L2
SPBC31F10.08	NONE
SPBC31F10.09c	MED10
SPBC31F10.10c	ZMYND19
SPBC31F10.11c	CRNKL1
SPBC31F10.12	MCTS1
SPBC31F10.13c	HIRA
SPBC31F10.14c	CABIN1
SPBC31F10.15c	ATP5PB
SPBC31F10.16	NONE
SPBC31F10.17c	NONE
SPBC32C12.02	NONE
SPBC32C12.03c	PRKAA1|PRKAA2
SPBC32F12.01c	SMPD2
SPBC32F12.02	SKIC8
SPBC32F12.03c	GPX4|GPX7
SPBC32F12.04	TUBG1|TUBG2
SPBC32F12.05c	ISY1
SPBC32F12.06	CCNQ|CCNT1|CCNT2
SPBC32F12.07c	MARCHF5
SPBC32F12.08c	NONE
SPBC32F12.09	NONE
SPBC32F12.10	PGM1|PGM5
SPBC32F12.11	GAPDH|GAPDHS
SPBC32F12.12c	CACFD1
SPBC32F12.15	GTF2H5
SPBC32F12.16	GEMIN7
SPBC32H8.01c	NONE
SPBC32H8.02c	SENP8
SPBC32H8.03	ABHD13
SPBC32H8.04c	FCF1
SPBC32H8.05	LLPH
SPBC32H8.06	RPAP3
SPBC32H8.07	GNB1|GNB2|GNB3|GNB4|GNB5
SPBC32H8.08c	NONE
SPBC32H8.09	WRAP73
SPBC32H8.10	CDK9
SPBC32H8.11	NONE
SPBC32H8.12c	ACTA1|ACTA2|ACTC1|ACTG1|ACTG2
SPBC32H8.13c	NONE
SPBC32H8.15	NONE
SPBC336.01	FBH1
SPBC336.02	DIMT1
SPBC336.03	RASGEF1A|RASGEF1B|RASGEF1C
SPBC336.04	POLD1
SPBC336.05c	HENMT1
SPBC336.06c	RNASEH1
SPBC336.07	GTF3C1
SPBC336.08	SPC24
SPBC336.09c	TAF1B
SPBC336.10c	EIF5A|EIF5A2
SPBC336.11	VPS52
SPBC336.12c	NONE
SPBC336.13c	IMMP2L
SPBC336.14c	PAN3
SPBC336.15	INCENP
SPBC336.16	NONE
SPBC337.02c	NONE
SPBC337.03	RPRD1A|RPRD1B
SPBC337.04	NONE
SPBC337.05c	CCT8L2
SPBC337.06c	CWC15
SPBC337.07c	CPA1|CPA2|CPA3|CPA4|CPA5
SPBC337.08c	UBB|UBC
SPBC337.09	ERG28
SPBC337.10c	CIAPIN1
SPBC337.11	NONE
SPBC337.12	ZC3H3
SPBC337.13c	RRAGA|RRAGB
SPBC337.14	POLR2D
SPBC337.15c	COQ7
SPBC337.16	PEMT
SPBC342.01c	ALG6
SPBC342.02	QARS1
SPBC342.03	NONE
SPBC342.04	ADRM1
SPBC342.05	TP53BP1
SPBC342.06c	NONE
SPBC354.01	DRG2
SPBC354.02c	SEC61A1|SEC61A2
SPBC354.03	WDR5|WDR5B
SPBC354.04	NONE
SPBC354.05c	SREBF1|SREBF2
SPBC354.06	MRPS16
SPBC354.07c	OSBPL10|OSBPL11|OSBPL9
SPBC354.08c	TMEM63A|TMEM63B|TMEM63C
SPBC354.09c	FOLH1|FOLH1B|NAALAD2|NAALADL1|TFR2
SPBC354.10	UBAP2|UBAP2L
SPBC354.12	GAPDH|GAPDHS
SPBC354.13	NONE
SPBC354.14c	ARMC3
SPBC354.15	PIPOX
SPBC359.01	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPBC359.02	NONE
SPBC359.03c	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPBC359.04c	NONE
SPBC359.05	ABCC1|ABCC2|ABCC3|ABCC6
SPBC359.06	ADD1|ADD2|ADD3
SPBC36.01c	NONE
SPBC36.02c	NONE
SPBC36.03c	NONE
SPBC36.04	CBS
SPBC36.05c	HDAC1|HDAC2
SPBC36.06c	FDPS
SPBC36.07	ELP1
SPBC36.08c	COG2
SPBC36.09	SF3A3
SPBC36.10	PRELID3A|PRELID3B
SPBC36.11	NONE
SPBC36.12c	SUGT1
SPBC365.01	NONE
SPBC365.02c	COX10
SPBC365.03c	RPL21
SPBC365.04c	NONE
SPBC365.05c	SLU7
SPBC365.06	SUMO1|SUMO2|SUMO3|SUMO4
SPBC365.07c	TMF1
SPBC365.08c	DERL1|DERL2|DERL3
SPBC365.09c	KIN
SPBC365.10	ACTR5
SPBC365.11	NONE
SPBC365.12c	NONE
SPBC365.13c	RANBP3|RANBP3L
SPBC365.14c	GALE
SPBC365.15	TUBGCP2
SPBC365.16	NONE
SPBC365.20c	NONE
SPBC36B7.02	NONE
SPBC36B7.03	SEC63
SPBC36B7.04	DUS1L
SPBC36B7.05c	ZNRF2
SPBC36B7.06c	NONE
SPBC36B7.07	STX10|STX6
SPBC36B7.08c	SET
SPBC36B7.09	EIF2AK4
SPBC3B8.01c	FDXR
SPBC3B8.02	NFYC
SPBC3B8.03	AASS
SPBC3B8.04c	SLC13A1|SLC13A2|SLC13A3|SLC13A4|SLC13A5
SPBC3B8.05	DPH1
SPBC3B8.06	NONE
SPBC3B8.07c	DEGS1|DEGS2
SPBC3B8.08	ZNRD2
SPBC3B8.09	UTP3
SPBC3B8.10	NONE
SPBC3B8.10c	CTDNEP1
SPBC3B8.11	TAF1C
SPBC3B9.01	HSPBP1
SPBC3B9.02c	GPKOW
SPBC3B9.03	SRPRA
SPBC3B9.04	TMT1A|TMT1B
SPBC3B9.05	NONE
SPBC3B9.06c	ATG3
SPBC3B9.07c	POLR1F
SPBC3B9.08c	MAGOH|MAGOHB
SPBC3B9.09	VPS36
SPBC3B9.10	VTI1A|VTI1B
SPBC3B9.11c	CSTF2|CSTF2T
SPBC3B9.12	TRAPPC4
SPBC3B9.13c	RPLP1
SPBC3B9.14c	MRPL44
SPBC3B9.15c	SCAP
SPBC3B9.16c	NUP160
SPBC3B9.17	ISCA2
SPBC3B9.18c	ATP6V1F
SPBC3B9.19	GRPEL1|GRPEL2
SPBC3B9.21	DCP1B
SPBC3B9.22c	NONE
SPBC3D6.02	NONE
SPBC3D6.03c	ELAC1|ELAC2
SPBC3D6.04c	MAD1L1
SPBC3D6.05	NONE
SPBC3D6.06c	PRPS1|PRPS2
SPBC3D6.07	PIGA
SPBC3D6.08c	LSM1
SPBC3D6.09	POLE3
SPBC3D6.10	APEX2
SPBC3D6.11c	RNF185|RNF5
SPBC3D6.12	WDR3
SPBC3D6.13c	NONE
SPBC3D6.15	RPS25
SPBC3D6.16	NONE
SPBC3E7.01	PIKFYVE
SPBC3E7.02c	CRYAA|CRYAB|HSPB1|HSPB2|HSPB3|HSPB6|HSPB8
SPBC3E7.04c	RIC8A|RIC8B
SPBC3E7.05c	IMMT
SPBC3E7.06c	NONE
SPBC3E7.07c	PBDC1
SPBC3E7.08c	ERCC5
SPBC3E7.09	SUCO
SPBC3E7.10	METAP1
SPBC3E7.11c	NONE
SPBC3E7.12c	NONE
SPBC3E7.13c	SYF2
SPBC3E7.14	SNRPF
SPBC3E7.15c	CERS2|CERS3|CERS4|CERS5|CERS6
SPBC3E7.16c	NONE
SPBC3E7.17	NONE
SPBC3F6.01c	PPP5C
SPBC3F6.02c	NSDHL
SPBC3F6.03	NONE
SPBC3F6.04c	NOP14
SPBC3F6.05	NONE
SPBC3H7.01	PREB
SPBC3H7.02	SLC26A1|SLC26A2|SLC26A3|SLC26A4|SLC26A5|SLC26A6|SLC26A7|SLC26A8|SLC26A9
SPBC3H7.03c	OGDH|OGDHL
SPBC3H7.04	NONE
SPBC3H7.05c	NONE
SPBC3H7.06c	NONE
SPBC3H7.07c	PSPH
SPBC3H7.08c	COXFA4|COXFA4L2|COXFA4L3
SPBC3H7.09	ZDHHC14|ZDHHC5|ZDHHC8
SPBC3H7.10	ELP6
SPBC3H7.11	METTL6
SPBC3H7.12	ROGDI
SPBC3H7.13	SLMAP
SPBC3H7.14	NONE
SPBC3H7.15	CSNK1D|CSNK1E
SPBC3H7.18	NONE
SPBC4.01	NONE
SPBC4.02c	FBL|FBLL1
SPBC4.03c	SEC24C|SEC24D
SPBC4.04c	MCM2
SPBC4.05	UBR7
SPBC4.06	ACP6
SPBC4.07c	PSMC1
SPBC405.02c	NONE
SPBC405.03c	SLC35F5
SPBC405.04c	RAB7A
SPBC405.05	ATG16L1|ATG16L2
SPBC405.06	NONE
SPBC405.07	RPL36
SPBC409.03	SWI5
SPBC409.04c	MIS12
SPBC409.05	SKP1
SPBC409.06	UCHL5
SPBC409.07c	MAP2K1|MAP2K2
SPBC409.08	NONE
SPBC409.09c	DSN1
SPBC409.10	PAICS
SPBC409.11	NONE
SPBC409.12c	STN1
SPBC409.13	NONE
SPBC409.14c	MRPS17
SPBC409.15	TSR2
SPBC409.16c	NONE
SPBC409.17c	NONE
SPBC409.18	PLPP5
SPBC409.19c	MTX1
SPBC409.20c	NONE
SPBC409.21	NONE
SPBC409.23	NONE
SPBC418.01c	NONE
SPBC418.02	NAA15|NAA16
SPBC428.01c	NUP107
SPBC428.02c	BCAT1|BCAT2
SPBC428.03c	MINPP1
SPBC428.04	NONE
SPBC428.05c	ASS1
SPBC428.06c	NONE
SPBC428.07	NONE
SPBC428.08c	SUV39H1|SUV39H2
SPBC428.10	NONE
SPBC428.11	NONE
SPBC428.12c	PABPC1L2A|PABPC1L2B|SRSF7
SPBC428.13c	MOB1A|MOB3A|MOB3B|MOB3C
SPBC428.14	LCLAT1
SPBC428.15	NONE
SPBC428.16c	RHEB
SPBC428.17c	WAPL
SPBC428.18	CDT1
SPBC428.19c	UTP15
SPBC428.20c	TUBGCP3
SPBC460.01c	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPBC460.02c	EEF1E1|EEF1G
SPBC460.03	NONE
SPBC460.04c	NONE
SPBC460.05	SLC17A1|SLC17A2|SLC17A3|SLC17A4|SLC17A5|SLC17A6|SLC17A7|SLC17A8
SPBC4B4.01c	PANK3
SPBC4B4.02c	NONE
SPBC4B4.03	PBRM1
SPBC4B4.04	EIF2A
SPBC4B4.05	SNRPG|SNRPGP15
SPBC4B4.06	VPS25
SPBC4B4.07c	SNRPA|SNRPB2
SPBC4B4.08	NONE
SPBC4B4.09	PRPF39
SPBC4B4.10c	ATG5
SPBC4B4.11	NONE
SPBC4B4.12c	NONE
SPBC4C3.03	NONE
SPBC4C3.04c	RABIF
SPBC4C3.05c	POLR1A
SPBC4C3.06	FCHO1|FCHO2|SGIP1
SPBC4C3.07	EIF3F
SPBC4C3.08	GYG1|GYG2|GYG2P1
SPBC4C3.09	GYG1|GYG2|GYG2P1
SPBC4C3.10c	PSMB6|PSMB9
SPBC4C3.12	NONE
SPBC4F6.04	RPL23A
SPBC4F6.05c	LMAN1|LMAN1L
SPBC4F6.06	MARK1|MARK2|MARK3|MARK4
SPBC4F6.07c	DDX24
SPBC4F6.08c	MRPL33
SPBC4F6.09	NONE
SPBC4F6.10	RABGEF1
SPBC4F6.11c	ASNSD1
SPBC4F6.12	LPXN|PXN|TGFB1I1
SPBC4F6.13c	BOP1
SPBC4F6.14	RBM28
SPBC4F6.15c	ERCC1
SPBC4F6.16c	ERO1A|ERO1B
SPBC4F6.17c	NONE
SPBC4F6.18c	ARF1|ARF3
SPBC530.01	TBC1D22A|TBC1D22B
SPBC530.02	SPNS1|SPNS2|SPNS3
SPBC530.03c	BAG1
SPBC530.04	NONE
SPBC530.05	NONE
SPBC530.06c	CLUH
SPBC530.07c	NONE
SPBC530.08	NONE
SPBC530.09c	IGF2R|M6PR
SPBC530.10c	SLC25A31|SLC25A4|SLC25A5|SLC25A6
SPBC530.11c	NONE
SPBC530.13	NONE
SPBC530.14c	SRPK1|SRPK2|SRPK3
SPBC530.15c	NONE
SPBC530.16	TMEM167A
SPBC543.02c	DNAJC7
SPBC543.03c	XRCC5
SPBC543.04	NPRL3
SPBC543.05c	SLC4A1|SLC4A10|SLC4A2|SLC4A3|SLC4A4|SLC4A7|SLC4A8|SLC4A9
SPBC543.06c	DDX49
SPBC543.07	MAP2K1|MAP2K2
SPBC543.08	FITM1|FITM2
SPBC543.09	AFG3L2
SPBC543.10	GET1
SPBC557.02c	NONE
SPBC557.03c	RCC1
SPBC557.04	AAK1|BMP2K
SPBC557.05	NONE
SPBC56F2.01	NONE
SPBC56F2.02	RPL19
SPBC56F2.03	ACTR10
SPBC56F2.04	UTP20
SPBC56F2.05c	NONE
SPBC56F2.06	NONE
SPBC56F2.07c	AFG2A
SPBC56F2.08c	NONE
SPBC56F2.09c	CPS1
SPBC56F2.10c	ALG5
SPBC56F2.11	NONE
SPBC56F2.12	NONE
SPBC56F2.14	MRPL53
SPBC56F2.15	NONE
SPBC577.02	RPL38
SPBC577.03c	NAT9
SPBC577.04	THOC5
SPBC577.05c	NONE
SPBC577.06c	PI4KA
SPBC577.07	USP39
SPBC577.08c	TXNL1
SPBC577.09	ERCC8
SPBC577.10	PSMB4
SPBC577.11	NONE
SPBC577.12	DPH6
SPBC577.13	SYNJ1|SYNJ2
SPBC577.14c	OAZ1|OAZ2|OAZ3
SPBC577.15c	NASP
SPBC582.03	CCNB1|CCNB2|CCNB3
SPBC582.04c	NONE
SPBC582.05c	PAXIP1
SPBC582.06c	NONE
SPBC582.07c	PSMD6
SPBC582.08	GPT|GPT2
SPBC582.09	PEX11A|PEX11B
SPBC582.10c	NONE
SPBC609.01	DIS3L2
SPBC609.02	PTEN|PTENP1|TPTE|TPTE2
SPBC609.03	DCAF6
SPBC609.04	NONE
SPBC609.05	SSRP1
SPBC646.02	AQR
SPBC646.03	QRSL1
SPBC646.04	PAPOLA|PAPOLB|PAPOLG
SPBC646.05c	FDFT1
SPBC646.06c	NONE
SPBC646.07c	TECR|TECRL
SPBC646.08c	OSBPL10|OSBPL11|OSBPL9
SPBC646.09c	EIF3E
SPBC646.10c	NOP56
SPBC646.11	CCT6A|CCT6B
SPBC646.12c	IQGAP1|IQGAP2
SPBC646.13	NONE
SPBC646.14c	ORC5
SPBC646.15c	PEX16
SPBC646.16	PSMA6
SPBC646.17c	DYNC1I1|DYNC1I2
SPBC649.02	RPS19
SPBC649.03	XPA
SPBC649.04	CYSTM1
SPBC649.05	NONE
SPBC651.01c	GTPBP4
SPBC651.02	NIT1
SPBC651.03c	TBC1D20
SPBC651.04	NONE
SPBC651.05c	SNF8
SPBC651.06	NONE
SPBC651.07	NONE
SPBC651.08c	POLR3A
SPBC651.09c	RTF1
SPBC651.10	SLF1
SPBC651.11c	AP3M1|AP3M2
SPBC651.12c	NONE
SPBC660.05	NONE
SPBC660.06	NONE
SPBC660.07	TREH
SPBC660.08	NRBF2
SPBC660.09	NONE
SPBC660.10	GFM2
SPBC660.11	CIRBP|RBM3
SPBC660.12c	NONE
SPBC660.13c	RPA1
SPBC660.14	PKMYT1|WEE1|WEE2
SPBC660.15	DAZAP1|MSI1|MSI2
SPBC660.16	PGD
SPBC660.17c	NONE
SPBC685.02	EXO5
SPBC685.03	NONE
SPBC685.04c	AP2S1
SPBC685.05	PIGH
SPBC685.06	RPSA
SPBC685.07c	RPL27
SPBC685.08	NONE
SPBC685.09	ORC2
SPBC691.01	ZDHHC2|ZDHHC20
SPBC691.02c	RINT1
SPBC691.03c	AP2A1|AP2A2
SPBC691.04	NONE
SPBC691.05c	ANO10|ANO8
SPBC6B1.02	AAK1|BMP2K
SPBC6B1.03c	NONE
SPBC6B1.04	NONE
SPBC6B1.05c	ATG7
SPBC6B1.06c	USP5
SPBC6B1.07	PRPF6
SPBC6B1.08c	OGFOD1
SPBC6B1.09c	NBN
SPBC6B1.10	CDC40
SPBC6B1.12c	ENY2
SPBC713.02c	USP7
SPBC713.03	D2HGDH
SPBC713.04c	PWP2
SPBC713.05	WDR83
SPBC713.06	LIG1
SPBC713.07c	SMPD1|SMPDL3A|SMPDL3B
SPBC713.08	NONE
SPBC713.09	NONE
SPBC713.10	PAM16
SPBC713.11c	NONE
SPBC713.12	SQLE
SPBC713.14c	NONE
SPBC725.01	GOT2
SPBC725.02	NONE
SPBC725.03	NONE
SPBC725.04	HACL1
SPBC725.05c	ENPP3|ENPP4
SPBC725.06c	STK38|STK38L
SPBC725.07	PEX5|PEX5L
SPBC725.08	SRRT
SPBC725.09c	BIN3
SPBC725.10	TSPO|TSPO2
SPBC725.11c	NFYA
SPBC725.12	CDCA8
SPBC725.13c	GINS2
SPBC725.14	NAGS
SPBC725.15	UMPS
SPBC725.16	NONE
SPBC725.17c	TAF1A
SPBC776.01	RPL29
SPBC776.02c	PPP1CA|PPP1CB|PPP1CC
SPBC776.03	NONE
SPBC776.04	SEC23A|SEC23B
SPBC776.05	NONE
SPBC776.06c	DENND6A|DENND6B
SPBC776.07	C1QBP
SPBC776.08c	NOL6
SPBC776.09	DDX6
SPBC776.10c	COG6
SPBC776.11	RPL27A
SPBC776.12c	CDC7
SPBC776.13	NCAPD2
SPBC776.14	LCAT|PLA2G15
SPBC776.15c	DLST
SPBC776.16	NONE
SPBC776.17	RRP7A
SPBC776.18c	MNAT1
SPBC800.02	NONE
SPBC800.03	HDAC10|HDAC6
SPBC800.04c	RPL37A
SPBC800.05c	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBA4B|TUBA8
SPBC800.06	BRIX1
SPBC800.07c	TSFM
SPBC800.08	TRMT6
SPBC800.09	LSM14A|LSM14B
SPBC800.10c	EPS15|EPS15L1
SPBC800.11	NONE
SPBC800.12c	NONE
SPBC800.13	CENPT
SPBC800.14c	NONE
SPBC83.01	EPS15|EPS15L1
SPBC83.02c	RPL37A
SPBC83.03c	TNRC6A|TNRC6B|TNRC6C
SPBC83.04	ANAPC15
SPBC83.05	NONE
SPBC83.06c	MRPL36
SPBC83.07	KDM4A|KDM4B|KDM4C|KDM4D
SPBC83.08	RUVBL2
SPBC83.09c	CD2BP2
SPBC83.10	EMC7
SPBC83.11	SLC35E1
SPBC83.12	NONE
SPBC83.13	NONE
SPBC83.14c	RFC3
SPBC83.15	WDR74
SPBC83.16c	TTC39B
SPBC83.17	EDF1
